crop_ui,image,has_video,has_overlay,has_roi_mask,has_annotation,complete_quad,video,overlay,roi_mask,annotation
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz59-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz59-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz59-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz59-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz25-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz25-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz25-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz25-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz34-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz34-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz34-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz34-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz62-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz62-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz62-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz62-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz5-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz5-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz5-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz5-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz33-6.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz33-6_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz33-6.png,三明市第二医院__图片__三明市第二医院__图片__smyz33-6.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz46-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz46-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz46-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz46-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz57-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz57-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz57-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz57-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz26-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz26-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz26-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz26-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz15-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz15-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz15-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz15-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz65-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz65-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz65-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz65-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz33-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz33-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz33-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz33-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz66-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz66-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz66-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz66-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz75-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz75-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz75-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz75-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz53-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz53-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz53-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz53-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz45-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz45-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz45-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz45-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz33-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz33-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz33-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz33-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz21-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz21-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz21-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz21-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz41-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz41-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz41-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz41-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz42-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz42-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz42-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz42-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz30-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz30-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz30-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz30-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz42-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz42-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz42-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz42-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz18-6.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz18-6_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz18-6.png,三明市第二医院__图片__三明市第二医院__图片__smyz18-6.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz25-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz25-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz25-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz25-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz3-6.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz3-6_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz3-6.png,三明市第二医院__图片__三明市第二医院__图片__smyz3-6.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz55-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz55-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz55-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz55-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz55-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz55-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz55-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz55-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz36-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz36-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz36-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz36-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz5-9.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz5-9_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz5-9.png,三明市第二医院__图片__三明市第二医院__图片__smyz5-9.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz5-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz5-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz5-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz5-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz15-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz15-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz15-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz15-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz57-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz57-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz57-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz57-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz15-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz15-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz15-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz15-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz75-7.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz75-7_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz75-7.png,三明市第二医院__图片__三明市第二医院__图片__smyz75-7.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz58-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz58-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz58-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz58-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz3-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz3-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz3-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz3-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz73-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz73-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz73-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz73-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz12-6.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz12-6_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz12-6.png,三明市第二医院__图片__三明市第二医院__图片__smyz12-6.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz73-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz73-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz73-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz73-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz43-6.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz43-6_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz43-6.png,三明市第二医院__图片__三明市第二医院__图片__smyz43-6.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz31-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz31-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz31-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz31-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz39-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz39-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz39-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz39-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz6-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz6-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz6-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz6-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz17-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz17-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz17-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz17-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz22-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz22-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz22-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz22-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz52-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz52-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz52-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz52-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz64-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz64-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz64-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz64-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz58-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz58-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz58-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz58-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz15-2.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz15-2_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz15-2.png,三明市第二医院__图片__三明市第二医院__图片__smyz15-2.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz33-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz33-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz33-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz33-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz29-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz29-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz29-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz29-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz3-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz3-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz3-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz3-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz45-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz45-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz45-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz45-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz43-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz43-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz43-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz43-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz13-4.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz13-4_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz13-4.png,三明市第二医院__图片__三明市第二医院__图片__smyz13-4.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz1-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz1-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz1-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz1-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz13-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz13-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz13-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz13-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz67.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz67_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz67.png,三明市第二医院__图片__三明市第二医院__图片__smyz67.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz12-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz12-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz12-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz12-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz30-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz30-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz30-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz30-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz21-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz21-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz21-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz21-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz59-5.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz59-5_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz59-5.png,三明市第二医院__图片__三明市第二医院__图片__smyz59-5.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz23-7.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz23-7_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz23-7.png,三明市第二医院__图片__三明市第二医院__图片__smyz23-7.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz41-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz41-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz41-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz41-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz37.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz37_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz37.png,三明市第二医院__图片__三明市第二医院__图片__smyz37.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz35-3.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz35-3_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz35-3.png,三明市第二医院__图片__三明市第二医院__图片__smyz35-3.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz39-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz39-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz39-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz39-1.json
dataset/gastritis_external/processed_images/三明市第二医院/crop_ui,三明市第二医院__图片__三明市第二医院__图片__smyz33-1.jpg,0,1,1,1,0,,三明市第二医院__图片__三明市第二医院__图片__smyz33-1_overlay.jpg,三明市第二医院__图片__三明市第二医院__图片__smyz33-1.png,三明市第二医院__图片__三明市第二医院__图片__smyz33-1.json
