reader_id,presentation_index,case_id,seed,freeze_id,created_at
Doctor_01,26,CASE-058,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,27,BM-035,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,28,CASE-064,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,29,CASE-029,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,30,BM-048,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,31,CASE-014,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,32,CASE-018,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,33,BM-023,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,34,BM-011,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,35,BM-033,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,36,CASE-030,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,37,CASE-019,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,38,CASE-036,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,39,CASE-048,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,40,CASE-099,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,41,BM-012,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,42,CASE-059,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,43,CASE-062,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,44,CASE-093,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,45,BM-008,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,46,BM-016,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,47,CASE-050,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,48,BM-025,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,49,CASE-086,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,50,BM-041,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,51,CASE-009,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,52,BM-026,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,53,BM-046,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,54,BM-030,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,55,CASE-079,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,56,CASE-091,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,57,BM-032,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,58,CASE-044,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,59,BM-039,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,60,CASE-097,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,61,CASE-082,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,62,BM-024,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,63,CASE-020,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,64,CASE-100,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,65,CASE-074,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,66,CASE-049,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,67,CASE-038,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,68,BM-019,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,69,BM-010,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,70,CASE-012,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,71,CASE-069,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,72,CASE-063,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,73,CASE-080,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,74,CASE-072,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,75,BM-050,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,76,CASE-076,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,77,CASE-022,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,78,CASE-092,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,79,CASE-025,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,80,CASE-094,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,81,CASE-043,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,82,CASE-005,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,83,BM-013,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,84,BM-020,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,85,CASE-045,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,86,CASE-096,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,87,CASE-041,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,88,CASE-035,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,89,CASE-047,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,90,CASE-053,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,91,BM-014,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,92,CASE-013,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,93,BM-037,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,94,BM-049,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,95,CASE-007,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,96,BM-017,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,97,CASE-070,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,98,BM-001,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,99,BM-015,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,100,BM-029,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,101,CASE-061,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,102,CASE-052,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,103,BM-031,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,104,BM-036,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,105,CASE-090,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,106,CASE-024,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,107,CASE-073,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,108,CASE-028,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,109,CASE-001,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,110,CASE-066,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,111,CASE-040,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,112,BM-005,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,113,BM-006,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,114,CASE-031,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,115,CASE-054,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,116,BM-045,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,117,CASE-033,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,118,BM-028,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,119,BM-018,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,120,CASE-060,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,121,CASE-003,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,122,CASE-081,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,123,CASE-055,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,124,CASE-026,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,125,CASE-023,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,126,BM-004,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,127,CASE-087,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,128,CASE-075,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,129,CASE-010,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,130,CASE-011,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,131,BM-021,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,132,CASE-056,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,133,BM-022,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,134,CASE-034,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,135,CASE-027,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,136,CASE-037,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,137,CASE-039,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,138,CASE-015,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,139,CASE-077,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,140,CASE-016,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,141,CASE-083,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,142,CASE-051,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,143,CASE-071,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,144,BM-044,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,145,BM-009,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,146,CASE-098,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,147,BM-003,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,148,BM-007,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,149,CASE-065,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_01,150,CASE-008,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,1,BM-049,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,2,CASE-029,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,3,CASE-019,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,4,CASE-005,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,5,BM-045,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,6,BM-030,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,7,BM-047,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,8,BM-012,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,9,CASE-002,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,10,CASE-098,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,11,BM-039,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,12,BM-003,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,13,BM-015,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,14,CASE-085,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,15,BM-028,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,16,CASE-026,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,17,CASE-095,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,18,BM-036,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,19,CASE-046,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,20,BM-011,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,21,CASE-088,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,22,CASE-086,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,23,BM-035,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,24,CASE-063,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,25,CASE-003,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,26,CASE-011,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,27,CASE-077,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,28,BM-004,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,29,BM-041,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,30,CASE-050,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,31,CASE-079,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,32,CASE-071,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,33,CASE-097,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,34,BM-025,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,35,CASE-052,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,36,BM-017,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,37,CASE-091,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,38,CASE-045,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,39,CASE-006,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,40,CASE-067,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,41,CASE-083,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,42,CASE-059,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,43,CASE-057,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,44,BM-021,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,45,CASE-056,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,46,BM-019,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,47,CASE-096,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,48,CASE-033,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,49,CASE-070,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,50,CASE-041,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,51,CASE-004,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,52,BM-034,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,53,BM-013,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,54,BM-026,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,55,CASE-049,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,56,BM-002,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,57,BM-042,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,58,CASE-017,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,59,CASE-043,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,60,CASE-025,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,61,CASE-094,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,62,BM-043,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,63,CASE-062,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,64,CASE-015,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,65,BM-001,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,66,CASE-054,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,67,BM-018,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,68,CASE-039,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,69,BM-006,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,70,CASE-069,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,71,BM-040,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,72,BM-048,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,73,CASE-060,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,74,BM-038,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,75,CASE-061,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,76,BM-009,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,77,CASE-013,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,78,CASE-047,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,79,BM-033,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,80,CASE-037,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,81,BM-032,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,82,CASE-035,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,83,CASE-075,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,84,CASE-072,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,85,CASE-053,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,86,CASE-055,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,87,CASE-093,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,88,CASE-036,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,89,CASE-030,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,90,CASE-064,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,91,CASE-090,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,92,CASE-014,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,93,CASE-073,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,94,BM-044,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,95,CASE-084,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,96,CASE-048,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,97,CASE-076,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,98,CASE-027,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,99,CASE-012,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,100,CASE-078,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,101,BM-050,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,102,CASE-089,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,103,BM-016,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,104,CASE-068,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,105,CASE-020,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,106,BM-022,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,107,CASE-066,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,108,CASE-031,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,109,BM-020,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,110,CASE-080,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,111,CASE-092,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,112,CASE-038,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,113,CASE-099,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,114,CASE-034,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,115,CASE-008,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,116,BM-037,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,117,BM-005,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,118,CASE-058,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,119,CASE-016,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,120,BM-014,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,121,CASE-081,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,122,CASE-018,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,123,BM-008,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,124,BM-029,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,125,BM-027,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,126,CASE-040,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,127,CASE-010,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,128,CASE-007,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,129,BM-007,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,130,BM-023,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,131,BM-024,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,132,CASE-082,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,133,BM-010,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,134,CASE-100,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,135,CASE-065,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,136,BM-031,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,137,CASE-042,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,138,CASE-024,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,139,CASE-021,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,140,CASE-087,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,141,CASE-028,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
Doctor_02,142,CASE-032,20260810,reader_round2_freeze_20260810,2026-08-10T03:43:20Z
